food_name,timestamp,amount
soup,2024-08-20 17:09:08,175.41
salad,2024-09-30 17:11:39,168.61
cheese,2024-07-09 03:11:16,42.24
chicken,2024-07-25 19:46:55,286.38
apple,2024-07-15 08:46:11,121.08
yogurt,2024-07-14 22:32:32,146.08
egg,2024-08-10 02:06:21,49.21
apple,2024-07-14 00:02:38,122.0
pizza,2024-09-23 17:48:21,344.59
yogurt,2024-07-21 00:11:27,172.49
chicken,2024-07-03 14:57:50,329.29
cake,2024-08-21 00:30:17,108.71
rice,2024-09-17 12:53:07,337.95
soup,2024-09-27 18:13:11,373.11079915941815
vegetable,2024-08-25 16:52:24,150.91
fish,2024-08-31 00:32:16,295.7
chicken,2024-08-19 20:15:37,142.72
fish,2024-09-25 09:10:15,232.63
milk,2024-08-16 04:04:22,192.21
banana,2024-08-14 00:20:13,147.64
bread,2024-07-03 00:14:09,259.68
yogurt,2024-09-28 09:09:55,157.33
chicken,2024-07-19 01:00:12,287.6
pizza,2024-08-23 19:38:44,232.46
orange,2024-08-10 01:20:31,137.93
salad,2024-08-17 12:33:44,379.72
apple,2024-07-26 05:58:43,231.05
potato,2024-08-17 04:23:29,440.03
cheese,2024-07-12 13:15:48,36.92
banana,2024-09-03 06:24:13,184.5863206008805
chicken,2024-07-27 12:36:11,885.98
bread,2024-09-29 07:54:44,356.17259307994766
cake,2024-09-02 23:38:50,189.58
apple,2024-09-02 10:30:33,183.28
milk,2024-07-08 05:12:22,131.3
rice,2024-09-28 00:31:19,466.72082867720576
fish,2024-09-16 06:41:19,110.25
milk,2024-08-22 03:12:52,146.4
cake,2024-07-25 21:09:40,272.66
apple,2024-07-30 00:29:47,180.79
cheese,2024-09-04 01:34:51,72.64053802437597
pizza,2024-07-21 03:25:53,602.43
steak,2024-08-03 23:03:49,566.85
chicken,2024-09-19 04:09:57,333.9152319857164
salad,2024-09-05 07:00:37,192.9
pasta,2024-07-22 14:14:31,217.34
pizza,2024-07-22 09:24:40,497.24
cake,2024-08-08 23:01:46,570.47
cake,2024-09-27 00:10:45,310.28
cheese,2024-08-18 14:55:57,84.34
salad,2024-08-15 00:40:51,100.59
yogurt,2024-07-02 12:12:25,49.33
cake,2024-09-21 15:37:24,218.14
vegetable,2024-07-21 10:51:07,199.38
apple,2024-09-16 15:16:41,63.1
milk,2024-07-07 03:35:54,389.79
salad,2024-09-23 11:29:50,90.9
rice,2024-09-04 06:05:19,78.43
chicken,2024-09-03 19:58:31,250.27878933701456
rice,2024-08-18 05:29:34,350.01
vegetable,2024-07-19 21:59:10,95.12
steak,2024-09-15 23:57:56,937.8205251055264
cake,2024-09-18 00:17:34,213.61
cheese,2024-09-15 22:24:25,89.20793942214861
pasta,2024-09-11 01:46:50,267.74821024592995
rice,2024-07-27 07:49:16,338.01
bread,2024-07-20 06:19:14,245.12
apple,2024-09-11 14:56:32,130.07
pasta,2024-07-10 15:13:12,430.81
rice,2024-08-05 11:08:41,182.08
vegetable,2024-09-21 18:01:25,173.27
chicken,2024-08-15 12:57:32,388.07
milk,2024-07-20 10:34:08,511.29
pizza,2024-08-20 02:28:50,419.66
cookie,2024-07-17 07:58:09,115.39
banana,2024-09-20 16:06:18,74.30402490586982
salad,2024-08-03 18:50:36,176.04
banana,2024-08-17 01:06:09,120.73
milk,2024-09-29 00:31:53,262.7111962561828
soup,2024-07-05 12:46:51,115.16
orange,2024-09-17 23:45:10,193.51
pasta,2024-07-07 01:41:50,217.27
pizza,2024-08-15 10:31:59,435.91
pasta,2024-07-20 16:30:08,308.57
milk,2024-08-14 07:27:04,225.33
salad,2024-07-23 17:34:28,181.92
vegetable,2024-07-14 22:26:50,222.1
apple,2024-07-16 01:07:23,170.12
cake,2024-09-29 22:01:26,588.51
pasta,2024-07-08 05:56:01,171.4
milk,2024-07-29 17:33:38,315.53
chicken,2024-08-18 10:46:47,387.27
fish,2024-08-20 20:26:49,319.71
vegetable,2024-08-05 15:24:14,219.88
steak,2024-07-12 03:49:10,231.65
apple,2024-08-08 17:44:43,149.25
fish,2024-09-10 21:33:55,240.45
egg,2024-09-11 17:27:19,91.55067728394552
steak,2024-07-10 22:24:42,360.98
pizza,2024-08-16 06:37:14,632.21
salad,2024-07-23 20:57:54,126.68
rice,2024-08-17 10:33:54,377.77
apple,2024-07-25 22:53:42,164.02
potato,2024-07-11 01:22:09,527.8
apple,2024-09-28 09:13:25,238.53646910259178
egg,2024-07-06 21:06:50,40.0
yogurt,2024-09-16 17:17:22,44.88
pizza,2024-09-04 00:33:02,348.38
yogurt,2024-08-16 02:38:27,164.47
potato,2024-09-08 02:17:36,230.32
yogurt,2024-09-04 00:19:41,106.57
soup,2024-07-25 12:08:43,337.0
steak,2024-07-11 19:56:20,300.4
fish,2024-09-17 17:56:34,117.64
cake,2024-08-27 12:34:37,240.17
potato,2024-07-31 14:46:50,383.03
rice,2024-09-08 18:46:58,133.21
apple,2024-08-14 10:55:06,213.21
fish,2024-08-13 08:48:31,582.66
cake,2024-07-14 12:38:07,693.18
pizza,2024-09-29 08:16:15,1007.02
steak,2024-07-27 03:00:39,240.75
orange,2024-09-08 05:50:12,203.77
rice,2024-08-15 05:56:29,171.14
orange,2024-08-12 07:27:41,130.36
banana,2024-09-20 22:57:45,196.3978682912715
orange,2024-09-18 22:35:28,128.0
salad,2024-09-28 05:59:45,141.27
rice,2024-08-07 13:08:49,79.51
vegetable,2024-08-30 03:30:13,143.5
cookie,2024-09-11 06:06:30,175.65044872702498
banana,2024-09-24 18:26:13,116.99115594174948
orange,2024-08-07 18:37:38,92.2
vegetable,2024-07-01 11:16:42,366.25
rice,2024-08-29 23:06:14,191.59
orange,2024-07-21 22:21:09,177.41
steak,2024-07-09 13:20:46,372.67
pasta,2024-08-03 09:34:32,329.4
banana,2024-07-23 09:21:38,137.0
steak,2024-08-20 17:38:55,230.1
cheese,2024-07-04 11:49:39,90.75
cheese,2024-08-06 04:33:45,47.26
milk,2024-08-01 09:04:48,291.63
apple,2024-07-16 12:31:56,102.82
milk,2024-09-16 00:34:47,714.3999208455812
cheese,2024-07-02 07:30:17,186.27
rice,2024-09-27 02:07:57,272.20442119909467
pizza,2024-09-18 19:49:20,788.94
rice,2024-09-09 01:33:17,275.91
yogurt,2024-07-03 08:03:51,74.84
cake,2024-08-04 05:27:49,239.97
vegetable,2024-08-05 22:59:32,304.54
egg,2024-09-28 20:02:50,179.4676930798582
soup,2024-09-05 15:18:26,181.55784662928323
fish,2024-08-10 07:17:59,211.99
cookie,2024-09-27 17:27:50,102.53284121161006
cake,2024-07-14 07:31:34,200.96
potato,2024-09-18 21:05:32,135.53
milk,2024-09-11 02:44:33,258.1264495490844
salad,2024-09-02 18:54:57,253.54
steak,2024-09-17 19:48:40,763.3814051284446
milk,2024-07-03 15:28:07,243.46
rice,2024-09-25 19:02:54,669.7651352740859
pasta,2024-09-16 18:46:50,385.8591340151352
orange,2024-07-04 19:11:11,185.94
rice,2024-09-05 22:06:15,218.55
steak,2024-08-19 15:21:51,198.76
pizza,2024-07-28 01:49:04,409.18
potato,2024-08-07 15:04:17,185.8
pasta,2024-08-11 19:42:48,313.01
rice,2024-08-11 00:53:22,265.59
cake,2024-09-02 00:53:16,471.32
fish,2024-08-24 09:45:53,698.03
vegetable,2024-08-27 20:36:29,152.61
milk,2024-07-10 09:04:37,235.3
milk,2024-07-12 21:47:22,298.57
soup,2024-09-24 04:19:49,231.0289750389439
cookie,2024-07-25 17:08:32,59.63
fish,2024-09-22 01:44:02,569.68
rice,2024-09-03 06:05:26,351.74
banana,2024-09-16 23:14:27,128.8027036321405
pasta,2024-08-08 15:26:58,272.51
apple,2024-08-29 10:45:45,115.36
vegetable,2024-07-07 01:05:44,201.13
chicken,2024-08-24 11:23:11,292.89
bread,2024-08-01 05:19:29,142.39
egg,2024-08-12 12:00:07,84.69
apple,2024-08-19 05:07:52,313.52
soup,2024-08-16 05:37:14,212.77
steak,2024-09-10 08:14:21,268.7219909572272
cake,2024-08-03 16:32:11,541.36
banana,2024-07-11 00:26:56,133.36
pasta,2024-07-30 22:25:57,332.77
rice,2024-09-22 23:32:13,191.89
cheese,2024-07-27 07:04:44,71.75
soup,2024-09-06 00:54:01,410.5161224377717
soup,2024-09-04 17:41:17,413.2770547450456
vegetable,2024-09-14 03:36:49,250.57
cheese,2024-07-17 04:46:26,158.96
orange,2024-08-10 21:37:56,207.13
cheese,2024-08-14 22:08:27,134.82
orange,2024-07-02 11:48:01,225.61
chicken,2024-07-10 22:00:23,571.62
cake,2024-08-25 23:16:09,362.03
vegetable,2024-07-14 07:35:03,404.99
apple,2024-09-05 16:34:50,232.86
salad,2024-08-22 10:15:18,69.92
cheese,2024-08-17 06:48:03,76.95
chicken,2024-08-02 04:15:28,418.37
cheese,2024-08-15 09:11:43,54.04
cake,2024-08-30 18:14:03,243.36
banana,2024-09-17 18:02:28,162.0875461822591
vegetable,2024-08-17 02:12:38,174.56
chicken,2024-08-17 04:50:00,745.94
cake,2024-08-03 08:05:30,530.49
rice,2024-08-02 10:35:35,313.43
cake,2024-08-01 12:34:31,183.98
cookie,2024-08-20 05:23:40,47.8
chicken,2024-09-13 05:58:48,384.70736887159336
cookie,2024-07-30 03:48:11,109.5
salad,2024-07-21 17:38:09,358.8
