food_name,timestamp,amount
banana,2024-09-11 14:19:18,307.81
rice,2024-09-10 21:44:56,245.8
chicken,2024-09-08 09:56:55,135.31
fish,2024-09-01 03:22:22,212.26
rice,2024-09-27 21:48:06,233.16
chicken,2024-09-04 01:55:43,160.08
fish,2024-09-14 13:42:07,270.86
chicken,2024-09-22 22:12:34,499.63
banana,2024-09-24 22:37:18,218.61
vegetable,2024-09-14 05:38:59,55.69
rice,2024-09-24 08:27:05,439.85
fish,2024-09-04 05:09:07,181.99
chicken,2024-09-23 01:21:18,469.18
vegetable,2024-09-16 13:56:38,382.61
fish,2024-09-17 04:44:10,162.68
rice,2024-09-07 12:13:27,449.01
chicken,2024-09-11 16:00:28,159.77
rice,2024-09-27 12:39:31,278.14
fish,2024-09-18 15:48:22,428.5
fish,2024-09-08 21:47:07,417.48
banana,2024-09-23 23:55:30,278.73
banana,2024-09-19 04:46:33,428.79
vegetable,2024-09-07 04:35:43,72.95
fish,2024-09-07 11:53:18,192.1
rice,2024-09-23 14:13:35,60.18
vegetable,2024-09-28 03:06:15,270.82
chicken,2024-09-04 00:37:06,111.44
rice,2024-09-09 23:15:20,193.71
rice,2024-09-23 08:51:57,407.17
chicken,2024-09-27 15:51:50,108.9
vegetable,2024-09-08 21:45:40,61.62
vegetable,2024-09-30 17:21:12,442.43
banana,2024-09-20 06:54:09,113.97
vegetable,2024-09-21 14:51:27,114.79
rice,2024-09-05 07:40:40,377.83
fish,2024-09-01 14:49:27,434.21
rice,2024-09-06 13:58:10,67.45
chicken,2024-09-16 15:34:46,193.25
vegetable,2024-09-29 17:33:55,168.49
rice,2024-09-24 10:16:56,145.94
vegetable,2024-09-05 05:56:36,443.59
vegetable,2024-09-17 21:36:29,184.49
vegetable,2024-09-17 05:03:04,313.43
fish,2024-09-20 17:24:29,404.2
chicken,2024-09-01 20:45:58,243.02
rice,2024-09-02 23:45:10,392.35
banana,2024-09-10 22:25:39,181.5
fish,2024-09-06 01:08:15,274.16
vegetable,2024-09-03 22:31:18,368.88
fish,2024-09-18 11:18:57,132.98
rice,2024-09-03 07:13:51,151.53
rice,2024-09-02 19:42:19,358.25
fish,2024-09-16 15:12:28,397.61
fish,2024-09-04 13:44:06,300.31
fish,2024-09-03 08:16:56,63.09
rice,2024-09-28 08:23:45,333.85
fish,2024-09-25 08:11:30,245.63
fish,2024-09-25 00:20:08,186.29
rice,2024-09-30 19:03:39,477.19
chicken,2024-09-12 07:39:48,171.49
rice,2024-09-27 23:49:19,409.49
vegetable,2024-09-10 12:12:47,378.73
banana,2024-09-01 17:07:21,311.35
rice,2024-09-24 17:00:21,271.54
vegetable,2024-09-14 19:55:34,477.23
fish,2024-09-25 13:22:49,258.35
banana,2024-09-24 11:43:32,496.49
banana,2024-09-05 13:01:35,365.45
chicken,2024-09-15 06:24:26,90.11
rice,2024-09-15 13:25:10,296.27
banana,2024-09-03 04:30:22,302.34
fish,2024-09-03 20:05:05,312.36
chicken,2024-09-22 13:32:10,155.36
vegetable,2024-09-24 19:39:13,342.86
fish,2024-09-13 13:12:24,480.49
fish,2024-09-21 02:41:05,488.72
vegetable,2024-09-18 04:27:58,334.21
banana,2024-09-28 22:39:19,209.27
vegetable,2024-09-28 09:26:24,299.6
vegetable,2024-09-10 16:24:50,172.42
chicken,2024-09-27 06:59:59,302.6
chicken,2024-09-01 02:13:43,217.11
chicken,2024-09-08 10:23:53,437.9
banana,2024-09-17 03:52:12,401.71
chicken,2024-09-10 18:50:07,221.12
fish,2024-09-11 12:19:35,449.04
rice,2024-09-06 15:22:14,418.2
rice,2024-09-23 14:33:31,338.44
banana,2024-09-18 05:44:26,386.05
rice,2024-09-24 02:45:30,85.55
vegetable,2024-09-25 04:18:18,301.95
vegetable,2024-09-24 06:00:23,231.53
fish,2024-09-05 01:12:23,268.44
rice,2024-09-18 04:04:54,119.56
chicken,2024-09-15 01:55:06,231.32
vegetable,2024-09-20 09:06:42,177.47
banana,2024-09-22 19:52:13,327.8
banana,2024-09-05 23:38:24,191.29
rice,2024-09-14 12:34:26,303.27
fish,2024-09-13 01:57:50,285.8
rice,2024-09-30 06:56:31,90.67
chicken,2024-09-29 05:52:13,69.96
fish,2024-09-07 00:16:32,60.92
fish,2024-09-17 13:45:05,239.51
rice,2024-09-11 22:56:58,406.69
chicken,2024-09-26 23:27:24,402.27
vegetable,2024-09-12 00:32:59,495.25
chicken,2024-09-07 17:41:28,448.45
vegetable,2024-09-19 20:52:21,107.66
vegetable,2024-09-25 02:49:14,74.57
fish,2024-09-14 14:17:34,356.71
chicken,2024-09-25 00:34:38,377.12
rice,2024-09-13 10:32:36,301.35
vegetable,2024-09-28 23:13:36,167.43
banana,2024-09-11 17:01:24,163.01
fish,2024-09-25 14:38:12,246.4
vegetable,2024-09-16 03:22:45,366.61
banana,2024-09-10 09:23:22,397.14
chicken,2024-09-13 21:44:09,196.14
fish,2024-09-12 22:43:36,226.85
rice,2024-09-21 10:30:06,314.28
vegetable,2024-09-29 01:18:59,301.93
vegetable,2024-09-01 19:54:03,301.66
fish,2024-09-27 12:21:33,366.52
vegetable,2024-09-18 09:23:46,372.34
banana,2024-09-20 08:14:38,311.42
banana,2024-09-06 14:55:00,159.47
vegetable,2024-09-11 14:15:39,422.89
rice,2024-09-03 19:42:03,415.92
fish,2024-09-23 01:45:45,491.88
rice,2024-09-09 23:24:37,407.7
vegetable,2024-09-28 19:44:50,343.43
banana,2024-09-12 13:18:53,310.42
banana,2024-09-22 08:43:24,132.92
chicken,2024-09-08 19:28:25,169.97
fish,2024-09-11 21:06:07,125.27
banana,2024-09-13 01:09:19,75.84
fish,2024-09-15 11:14:21,446.36
chicken,2024-09-08 20:10:17,416.43
fish,2024-09-24 01:59:20,118.35
banana,2024-09-13 02:25:04,310.8
fish,2024-09-27 16:54:28,168.77
fish,2024-09-07 18:50:58,495.48
banana,2024-09-22 04:24:24,233.49
vegetable,2024-09-10 17:24:54,249.81
fish,2024-09-04 23:32:54,351.44
rice,2024-09-25 05:25:15,122.27
fish,2024-09-09 23:21:38,229.83
fish,2024-09-30 18:05:59,238.1
vegetable,2024-09-28 15:06:08,475.12
rice,2024-09-30 18:53:00,373.25
banana,2024-09-30 04:07:16,372.74
fish,2024-09-05 17:10:19,327.66
vegetable,2024-09-25 20:10:50,376.07
fish,2024-09-23 11:17:44,95.38
banana,2024-09-26 00:13:11,154.5
rice,2024-09-05 02:49:33,179.91
fish,2024-09-29 10:41:40,481.02
vegetable,2024-09-30 00:35:31,215.32
rice,2024-09-26 17:05:18,59.5
banana,2024-09-06 19:48:07,383.65
fish,2024-09-02 14:04:35,485.77
banana,2024-09-18 04:03:22,371.24
chicken,2024-09-04 14:57:15,422.74
vegetable,2024-09-05 20:22:03,122.3
vegetable,2024-09-24 13:20:13,267.97
banana,2024-09-18 03:51:43,104.11
vegetable,2024-09-11 22:25:44,170.07
rice,2024-09-06 08:18:26,432.35
rice,2024-09-28 18:25:21,257.18
vegetable,2024-09-18 05:22:13,341.77
rice,2024-09-19 04:22:25,242.9
fish,2024-09-01 03:50:19,78.52
vegetable,2024-09-20 02:12:22,125.4
chicken,2024-09-09 04:08:21,338.73
rice,2024-09-15 20:09:16,148.85
banana,2024-09-06 04:25:55,183.76
vegetable,2024-09-21 19:02:32,371.42
banana,2024-09-04 12:10:11,393.48
vegetable,2024-09-17 03:08:32,351.23
chicken,2024-09-18 04:43:25,98.06
banana,2024-09-15 03:27:14,133.57
fish,2024-09-26 08:54:39,459.31
fish,2024-09-23 23:32:08,166.27
rice,2024-09-29 13:37:46,224.15
chicken,2024-09-15 12:43:27,359.76
banana,2024-09-03 02:17:26,282.16
banana,2024-09-27 16:17:11,444.48
rice,2024-09-10 20:54:08,399.54
banana,2024-09-08 06:13:29,311.6
chicken,2024-09-17 09:52:17,424.92
rice,2024-09-06 18:28:12,132.19
fish,2024-09-18 01:06:07,158.39
fish,2024-09-07 15:49:20,325.17
vegetable,2024-09-19 15:56:13,334.88
banana,2024-09-26 18:55:25,420.69
rice,2024-09-14 20:16:00,183.84
rice,2024-09-12 17:34:36,373.3
rice,2024-09-08 07:55:16,181.51
fish,2024-09-10 10:33:17,182.54
banana,2024-09-20 15:21:58,151.35
rice,2024-09-04 01:02:28,170.9
rice,2024-09-19 03:36:47,279.9
rice,2024-09-08 12:38:16,118.04
fish,2024-09-09 13:39:56,62.56
banana,2024-09-23 07:22:50,361.82
rice,2024-09-22 22:53:03,335.44
vegetable,2024-09-26 19:36:50,88.5
rice,2024-09-28 22:30:29,394.68
chicken,2024-09-25 15:28:24,129.01
banana,2024-09-02 03:25:21,111.61
vegetable,2024-09-15 09:45:15,363.12
fish,2024-09-04 08:57:51,218.18
banana,2024-09-15 12:16:38,365.63
vegetable,2024-09-14 19:10:34,98.59
rice,2024-09-01 10:26:06,201.69
chicken,2024-09-11 00:12:26,451.09
vegetable,2024-09-22 19:52:30,475.49
chicken,2024-09-02 10:13:39,492.48
vegetable,2024-09-18 18:47:46,367.65
fish,2024-09-21 17:26:36,388.58
banana,2024-09-01 04:43:05,490.14
chicken,2024-09-03 15:25:56,420.72
fish,2024-09-13 16:46:59,230.18
chicken,2024-09-09 10:51:45,145.95
banana,2024-09-18 23:05:48,216.82
rice,2024-09-04 22:09:29,367.5
vegetable,2024-09-30 02:55:44,143.94
chicken,2024-09-04 13:33:01,416.15
vegetable,2024-09-08 09:52:07,62.15
chicken,2024-09-02 11:37:47,411.92
vegetable,2024-09-27 02:30:57,462.72
banana,2024-09-12 05:59:33,249.63
fish,2024-09-29 16:11:25,371.44
vegetable,2024-09-01 14:49:41,495.27
rice,2024-09-28 06:16:03,411.27
vegetable,2024-09-06 20:44:22,170.79
rice,2024-09-24 04:57:53,90.74
chicken,2024-09-27 09:54:48,389.29
chicken,2024-09-19 23:20:09,276.34
rice,2024-09-30 05:40:49,465.53
fish,2024-09-11 11:16:36,490.98
rice,2024-09-01 20:00:39,169.26
vegetable,2024-09-01 18:06:39,341.69
rice,2024-09-06 13:03:23,246.61
vegetable,2024-09-30 00:18:53,168.71
banana,2024-09-18 18:25:48,201.48
chicken,2024-09-23 15:26:59,266.57
chicken,2024-09-20 11:25:58,435.85
banana,2024-09-01 20:57:33,197.26
vegetable,2024-09-05 22:04:15,411.14
vegetable,2024-09-28 13:49:24,373.93
rice,2024-09-30 13:04:13,231.25
vegetable,2024-09-08 23:41:21,153.99
rice,2024-09-15 20:47:12,258.81
rice,2024-09-02 06:06:16,355.87
fish,2024-09-20 00:47:47,86.01
vegetable,2024-09-29 08:34:06,321.28
rice,2024-09-01 01:43:18,207.31
chicken,2024-09-28 16:19:23,364.05
vegetable,2024-09-02 04:30:59,415.7
fish,2024-09-10 19:38:05,143.32
chicken,2024-09-30 23:08:10,440.04
banana,2024-09-10 19:55:30,434.43
vegetable,2024-09-07 22:33:52,474.79
rice,2024-09-02 06:28:41,71.58
banana,2024-09-08 21:33:44,175.5
banana,2024-09-04 00:14:17,146.64
fish,2024-09-17 18:07:03,123.74
chicken,2024-09-29 23:21:14,465.97
fish,2024-09-26 14:18:35,386.21
rice,2024-09-01 23:15:45,147.13
fish,2024-09-03 04:43:33,385.13
rice,2024-09-30 22:24:42,463.9
chicken,2024-09-17 08:16:37,91.4
banana,2024-09-30 19:06:46,182.05
rice,2024-09-27 12:34:32,220.32
vegetable,2024-09-10 08:03:54,96.68
vegetable,2024-09-05 21:41:31,452.14
vegetable,2024-09-15 04:01:50,482.72
fish,2024-09-29 08:04:48,455.09
vegetable,2024-09-07 08:41:04,456.57
chicken,2024-09-10 02:32:43,159.81
chicken,2024-09-14 00:32:49,134.96
vegetable,2024-09-19 21:52:31,186.89
fish,2024-09-23 07:39:52,53.31
banana,2024-09-17 11:16:54,332.94
chicken,2024-09-26 09:30:59,329.2
rice,2024-09-13 14:41:54,291.65
rice,2024-09-20 15:24:46,66.09
rice,2024-09-12 00:15:08,130.86
rice,2024-09-02 23:02:26,185.41
fish,2024-09-19 23:35:40,393.51
vegetable,2024-09-27 14:48:48,134.95
rice,2024-09-04 03:33:44,100.04
fish,2024-09-16 11:47:21,51.79
banana,2024-09-11 20:26:59,207.6
fish,2024-09-04 10:10:28,192.08
fish,2024-09-23 13:28:56,223.34
chicken,2024-09-17 00:50:40,424.05
fish,2024-09-22 10:04:27,349.55
fish,2024-09-10 03:23:49,59.83
fish,2024-09-09 12:55:43,144.92
vegetable,2024-09-04 03:42:45,338.64
banana,2024-09-19 16:05:23,85.44
chicken,2024-09-05 21:13:11,220.73
rice,2024-09-10 13:46:15,159.81
chicken,2024-09-07 03:25:42,81.86
vegetable,2024-09-14 06:03:00,221.84
rice,2024-09-15 15:33:39,319.02
chicken,2024-09-13 00:25:26,63.5
fish,2024-09-06 13:50:31,414.7
chicken,2024-09-01 11:02:19,434.06
vegetable,2024-09-24 06:36:46,484.21
chicken,2024-09-27 16:56:15,438.81
rice,2024-09-23 12:15:21,201.12
vegetable,2024-09-20 06:48:04,262.3
rice,2024-09-24 08:44:56,431.3
fish,2024-09-11 18:51:30,490.51
banana,2024-09-24 06:07:35,418.46
fish,2024-09-19 22:00:31,389.87
rice,2024-09-21 23:24:08,458.78
fish,2024-09-11 08:57:47,363.72
banana,2024-09-25 02:38:59,138.78
vegetable,2024-09-17 11:38:16,493.82
banana,2024-09-03 01:46:36,472.63
chicken,2024-09-01 02:12:17,143.77
banana,2024-09-07 11:19:20,202.2
rice,2024-09-22 02:08:06,220.39
fish,2024-09-11 16:25:32,194.91
banana,2024-09-25 17:35:45,459.62
chicken,2024-09-23 04:25:06,387.78
fish,2024-09-10 20:46:50,437.45
rice,2024-09-05 10:58:10,109.42
rice,2024-09-02 15:32:26,157.43
vegetable,2024-09-09 18:38:30,304.84
vegetable,2024-09-28 20:57:32,474.62
fish,2024-09-25 09:10:53,61.69
fish,2024-09-01 11:08:34,433.77
fish,2024-09-05 18:39:38,365.28
chicken,2024-09-20 17:38:25,361.25
chicken,2024-09-22 02:34:19,136.81
chicken,2024-09-09 06:29:59,459.27
vegetable,2024-09-24 06:55:22,267.02
chicken,2024-09-30 04:21:27,418.48
chicken,2024-09-13 23:27:43,194.04
banana,2024-09-27 19:46:02,100.52
banana,2024-09-07 22:39:07,309.52
vegetable,2024-09-17 23:28:59,401.77
rice,2024-09-22 12:45:38,236.86
vegetable,2024-09-02 08:16:45,347.7
rice,2024-09-08 05:26:47,210.03
vegetable,2024-09-17 17:27:25,145.05
chicken,2024-09-20 22:56:57,120.46
chicken,2024-09-20 13:06:48,132.15
banana,2024-09-24 19:02:04,274.1
chicken,2024-09-04 13:10:56,177.01
chicken,2024-09-07 02:54:11,461.65
banana,2024-09-27 19:23:13,361.34
banana,2024-09-16 03:03:04,361.73
vegetable,2024-09-02 20:05:09,90.49
rice,2024-09-29 23:15:06,269.52
banana,2024-09-04 21:57:55,277.45
chicken,2024-09-18 03:47:24,181.55
chicken,2024-09-28 01:03:53,257.79
rice,2024-09-07 00:23:59,244.97
chicken,2024-09-30 21:08:36,266.58
chicken,2024-09-06 21:34:20,325.37
vegetable,2024-09-07 08:27:39,104.51
rice,2024-09-06 15:25:46,225.84
banana,2024-09-03 16:56:41,355.11
rice,2024-09-28 14:07:53,74.95
vegetable,2024-09-11 02:49:40,244.3
rice,2024-09-27 05:18:09,447.48
rice,2024-09-26 07:02:03,235.97
chicken,2024-09-03 08:25:47,166.06
rice,2024-09-30 15:14:15,170.21
banana,2024-09-23 10:47:53,198.15
rice,2024-09-22 23:27:22,397.32
banana,2024-09-27 11:53:21,211.79
rice,2024-09-20 21:42:42,247.52
rice,2024-09-11 23:00:26,437.4
chicken,2024-09-30 05:31:12,159.86
chicken,2024-09-24 15:16:12,468.59
fish,2024-09-11 03:58:28,166.82
fish,2024-09-12 19:34:16,278.02
banana,2024-09-17 01:37:10,182.68
fish,2024-09-16 21:16:55,65.74
fish,2024-09-30 05:23:25,161.24
chicken,2024-09-05 00:25:23,132.08
rice,2024-09-14 07:51:59,146.81
chicken,2024-09-03 09:02:19,325.6
rice,2024-09-03 14:24:55,433.26
banana,2024-09-15 10:56:51,140.97
chicken,2024-09-14 03:17:48,307.69
rice,2024-09-03 05:00:34,125.82
banana,2024-09-01 04:40:16,488.52
rice,2024-09-27 22:44:04,160.79
chicken,2024-09-05 15:11:48,66.96
chicken,2024-09-03 21:36:29,160.45
fish,2024-09-29 07:47:58,279.59
vegetable,2024-09-05 07:35:42,99.12
chicken,2024-09-18 17:49:12,177.31
banana,2024-09-26 04:31:03,273.74
chicken,2024-09-12 20:43:38,74.38
banana,2024-09-06 01:35:08,74.88
fish,2024-09-17 03:42:41,294.54
banana,2024-09-17 03:55:34,417.15
fish,2024-09-08 01:21:53,114.93
chicken,2024-09-19 07:30:20,193.99
banana,2024-09-24 16:14:24,451.4
chicken,2024-09-06 04:32:40,352.73
fish,2024-09-26 22:05:22,237.86
banana,2024-09-26 02:03:37,154.18
fish,2024-09-29 16:07:22,75.54
chicken,2024-09-23 08:21:06,493.89
fish,2024-09-16 04:37:43,444.63
chicken,2024-09-19 09:51:27,311.54
fish,2024-09-15 20:34:44,116.01
rice,2024-09-11 08:59:27,298.59
vegetable,2024-09-03 15:41:02,259.05
rice,2024-09-22 11:24:54,359.23
banana,2024-09-14 19:27:46,318.95
banana,2024-09-19 05:05:51,208.11
chicken,2024-09-17 08:10:58,79.72
rice,2024-09-28 06:40:58,459.61
chicken,2024-09-14 08:46:32,60.28
fish,2024-09-09 21:17:49,145.77
banana,2024-09-05 00:38:21,306.12
vegetable,2024-09-17 12:13:43,453.05
rice,2024-09-23 20:22:36,477.53
chicken,2024-09-17 20:48:26,96.54
rice,2024-09-10 17:06:55,334.84
vegetable,2024-09-13 07:49:17,190.4
vegetable,2024-09-18 10:16:17,327.23
fish,2024-09-07 00:56:29,183.46
vegetable,2024-09-18 18:55:58,298.72
banana,2024-09-05 07:45:07,356.22
rice,2024-09-19 18:12:04,264.87
banana,2024-09-21 14:44:24,224.65
fish,2024-09-12 21:29:33,404.86
vegetable,2024-09-24 05:16:10,323.47
banana,2024-09-05 14:48:09,451.59
chicken,2024-09-20 19:33:54,70.1
banana,2024-09-06 00:14:14,289.08
banana,2024-09-11 11:32:12,135.53
fish,2024-09-19 06:14:18,59.55
vegetable,2024-09-29 21:18:27,161.46
banana,2024-09-29 14:39:42,99.39
banana,2024-09-15 08:58:51,352.25
rice,2024-09-11 11:44:57,404.46
vegetable,2024-09-11 17:53:47,451.01
rice,2024-09-18 14:24:50,316.74
fish,2024-09-08 08:46:05,186.26
rice,2024-09-10 07:18:38,152.08
chicken,2024-09-29 10:50:01,485.99
vegetable,2024-09-10 17:48:09,132.7
vegetable,2024-09-05 23:53:12,112.62
fish,2024-09-16 19:53:55,319.42
banana,2024-09-04 04:16:25,212.7
vegetable,2024-09-17 03:09:06,284.48
banana,2024-09-28 04:17:46,80.28
fish,2024-09-10 19:47:05,499.46
banana,2024-09-13 07:41:36,96.11
fish,2024-09-25 09:46:56,272.94
fish,2024-09-21 19:12:27,132.03
rice,2024-09-25 09:29:13,384.47
chicken,2024-09-01 13:39:42,71.35
fish,2024-09-17 21:32:42,132.45
chicken,2024-09-19 23:02:29,477.85
chicken,2024-09-19 20:40:20,302.16
fish,2024-09-29 14:26:11,279.08
chicken,2024-09-19 17:08:28,338.36
fish,2024-09-20 09:21:39,94.7
vegetable,2024-09-17 08:51:41,109.73
banana,2024-09-10 19:09:14,92.92
chicken,2024-09-26 15:39:20,98.22
vegetable,2024-09-04 02:04:13,257.84
chicken,2024-09-27 17:01:27,441.02
banana,2024-09-12 05:24:02,139.51
vegetable,2024-09-28 10:39:32,56.59
vegetable,2024-09-14 09:58:05,217.83
vegetable,2024-09-20 13:19:10,373.32
chicken,2024-09-24 12:39:01,419.87
rice,2024-09-24 07:51:32,410.0
vegetable,2024-09-25 11:28:08,119.27
rice,2024-09-08 06:46:25,117.4
fish,2024-09-14 14:34:38,340.69
fish,2024-09-14 02:30:17,309.71
vegetable,2024-09-20 05:19:21,99.41
chicken,2024-09-29 23:39:17,113.72
chicken,2024-09-08 01:18:14,153.52
chicken,2024-09-23 03:23:49,192.38
fish,2024-09-15 15:03:32,460.31
rice,2024-09-02 20:06:09,433.15
rice,2024-09-20 21:30:14,82.85
rice,2024-09-05 03:20:04,249.08
chicken,2024-09-27 20:24:22,341.46
rice,2024-09-11 19:56:45,457.07
banana,2024-09-09 09:54:09,288.82
fish,2024-09-08 11:23:21,147.79
banana,2024-09-22 00:19:51,109.68
chicken,2024-09-21 05:35:47,292.53
rice,2024-09-30 21:52:47,469.97
banana,2024-09-07 06:17:02,74.53
rice,2024-09-06 11:36:16,106.89
fish,2024-09-26 22:31:55,224.31
chicken,2024-09-16 09:36:15,256.11
vegetable,2024-09-28 09:36:44,332.44
rice,2024-09-30 06:20:22,125.53
banana,2024-09-30 04:55:13,263.0
banana,2024-09-28 12:33:39,148.02
chicken,2024-09-20 03:57:15,426.42
fish,2024-09-23 10:23:22,118.98
vegetable,2024-09-17 12:10:31,225.84
banana,2024-09-13 02:11:17,117.37
chicken,2024-09-08 21:55:38,253.04
banana,2024-09-26 11:40:40,124.84
fish,2024-09-25 12:35:09,281.02
banana,2024-09-04 08:09:00,422.6
chicken,2024-09-11 03:26:33,207.4
vegetable,2024-09-08 08:25:38,279.44
rice,2024-09-27 21:31:14,126.54
rice,2024-09-15 09:02:18,203.85
fish,2024-09-13 06:27:53,468.63
vegetable,2024-09-28 04:11:04,351.91
fish,2024-09-24 10:20:10,432.5
vegetable,2024-09-07 13:09:17,482.88
chicken,2024-09-29 12:24:28,324.43
banana,2024-09-10 04:18:45,282.63
fish,2024-09-11 10:30:56,118.24
banana,2024-09-02 06:58:16,432.1
banana,2024-09-09 02:37:22,248.04
chicken,2024-09-07 06:38:33,403.72
vegetable,2024-09-28 20:00:13,223.56
chicken,2024-09-14 14:59:35,277.16
banana,2024-09-22 09:03:31,429.75
rice,2024-09-10 10:32:09,397.63
chicken,2024-09-02 02:53:10,110.4
fish,2024-09-04 22:10:27,206.32
banana,2024-09-23 01:20:22,327.48
chicken,2024-09-05 00:15:42,257.68
vegetable,2024-09-17 21:09:41,227.56
vegetable,2024-09-30 08:42:50,405.14
chicken,2024-09-23 11:25:49,286.66
vegetable,2024-09-15 15:04:53,187.51
rice,2024-09-07 10:57:34,297.03
banana,2024-09-03 23:00:23,254.23
fish,2024-09-02 05:53:40,60.44
chicken,2024-09-18 23:13:21,209.57
rice,2024-09-04 03:38:18,390.2
rice,2024-09-22 22:29:55,301.17
banana,2024-09-05 17:27:33,400.63
banana,2024-09-21 06:32:01,330.02
fish,2024-09-10 14:47:00,239.91
rice,2024-09-11 06:29:26,264.68
banana,2024-09-08 17:10:08,130.13
rice,2024-09-06 11:28:49,134.63
chicken,2024-09-23 09:05:44,200.86
banana,2024-09-09 05:02:02,281.8
fish,2024-09-02 06:39:22,244.81
chicken,2024-09-08 13:07:26,187.65
banana,2024-09-02 05:27:10,171.44
fish,2024-09-08 06:54:51,154.03
rice,2024-09-25 05:56:30,192.13
banana,2024-09-25 03:49:03,488.87
vegetable,2024-09-24 04:56:03,312.81
fish,2024-09-14 06:02:23,237.48
vegetable,2024-09-20 00:13:22,277.11
chicken,2024-09-09 21:08:31,259.67
rice,2024-09-01 22:58:02,173.04
vegetable,2024-09-28 11:14:07,54.78
rice,2024-09-20 01:36:35,205.71
chicken,2024-09-10 04:07:26,311.95
rice,2024-09-02 01:53:52,77.64
rice,2024-09-12 01:15:03,368.79
chicken,2024-09-18 20:14:19,301.57
rice,2024-09-25 10:51:32,422.67
banana,2024-09-11 07:51:55,258.65
banana,2024-09-09 22:41:37,385.13
fish,2024-09-03 13:13:40,359.78
fish,2024-09-01 15:03:00,55.45
banana,2024-09-22 23:49:42,490.88
fish,2024-09-22 22:33:40,86.7
banana,2024-09-11 02:22:08,213.37
rice,2024-09-30 02:15:10,218.41
banana,2024-09-04 07:49:40,213.07
banana,2024-09-12 06:02:22,298.64
banana,2024-09-03 15:02:38,95.58
rice,2024-09-19 20:17:50,191.33
vegetable,2024-09-23 08:14:18,342.74
vegetable,2024-09-10 15:08:40,235.58
rice,2024-09-17 02:05:04,254.77
rice,2024-09-20 15:47:13,302.78
rice,2024-09-03 19:19:35,354.37
vegetable,2024-09-14 00:18:56,230.83
banana,2024-09-13 01:06:55,187.64
banana,2024-09-02 18:43:57,404.97
chicken,2024-09-16 04:26:52,364.79
fish,2024-09-01 12:46:16,471.71
chicken,2024-09-30 12:23:53,274.37
chicken,2024-09-08 04:39:06,440.47
vegetable,2024-09-01 05:34:51,84.4
vegetable,2024-09-22 23:48:27,449.9
fish,2024-09-17 19:55:47,287.73
banana,2024-09-24 03:44:49,283.47
chicken,2024-09-05 08:16:42,356.19
rice,2024-09-06 03:37:50,431.61
chicken,2024-09-20 07:15:34,182.93
banana,2024-09-27 01:57:27,244.14
vegetable,2024-09-11 05:21:05,397.43
vegetable,2024-09-16 09:32:06,377.06
rice,2024-09-30 18:50:43,209.61
chicken,2024-09-19 18:17:14,350.44
vegetable,2024-09-18 16:55:42,288.94
vegetable,2024-09-16 18:02:10,411.38
vegetable,2024-09-07 19:53:48,356.39
chicken,2024-09-08 15:43:37,347.99
chicken,2024-09-30 10:05:18,56.67
vegetable,2024-09-07 11:59:44,466.28
rice,2024-09-09 20:16:43,490.87
rice,2024-09-16 17:45:59,122.92
rice,2024-09-20 14:57:19,483.3
